Naam;Image URL;Aanbod;tekstveld (250 karakters);Hoe kan je winkelen;Adres;Postcode;Gemeente;Telefoonnummer;Link;E-mail;Column 12;Column 13;Cityzine;Column 15;Omschrijving;Link;image_path
Petit Bazaar;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/47562c719864292688fa0ab08e509ff0;"Accessoires;Kinderen;Kleding;Speelgoed;Wonen";Welkom in de virtuele wereld van Petit Bazaar, ‘When it’s cute, we got it!’. Die glimlach op je gezicht daar doe ik het voor. Belgische en eco merkjes zijn mijn passie. Een nieuwe outfit of dat leuke cadeautje, ik sta ook digitaal voor je klaar!;;;9000;Gent;;http://petitbazaar.be;;;;;;;http://petitbazaar.be;https://stad.gent/sites/default/files/webform/winkels/6725/CF10D0AA-6441-47F6-B38B-F04B5ED84B5A.jpg
Piet Moodshop;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/ab05447640be3c38138bdda1ef424551;"Accessoires;Beauty;Boeken;Dranken en voeding;Elektronica;Hobby en DIY;Juwelen;Kleding;Koken en tafelen;Planten en bloemen;Speelgoed;Wonen";PIET Moodshop is dé winkel met een aparte selectie uit de wereld van design en interieur. Hier vind je unieke decoratie items, sfeermakers voor je interieur, leuke gadgets, wat meubilair en kan je geschenken vinden voor wie je liefhebt.;;Hippoliet Lippensplein 22;9000;Gent;092786978;https://www.pietmoodshop.be;info@pietmoodshop.be;3292786978;;;;;https://www.pietmoodshop.be;https://stad.gent/sites/default/files/webform/winkels/6920/homestore.jpg
Pili Pili Ethnics;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/2929ff6776f218922e83c36a7ffc3454;Juwelen;Originele antieke en hedendaagse ethnische sieraden;;Penshuisjes 5/6, Groentenmarkt;9000;Gent;0475685376;https://www.pili-piliethnics.be;didiergregoire03@gmail.com;0475/685376;;;;;https://www.pili-piliethnics.be;https://stad.gent/sites/default/files/webform/winkels/9075/D8B_5312.jpg
PLUM GENT BV;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/1890bbe8085da0388fb72a17194f6549;Fietsen en auto's;;;Nederkouter 141;9000;Gent;092254462;https://plum.gent/;;;;;;;https://plum.gent/;https://cdn.shopify.com/s/files/1/0508/3440/7603/files/winkel-plum-gent_76144398-7daa-4c94-9787-a8d05be37917.jpg?v=1607091177
Pour Elle;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/ab8189ccae91d4f70bdcab753724a340;Beauty;"Het cosmeceutisch en esthetisch instituut Pour Elle biedt de volgende behandelingen aan:
 huidverbetering, gelaatsbehandelingen, epilaties, manicure, esthetische pedicure.";;Belgielaan 44;9051;Sint-Denijs-Westrem;0475691003;https://www.schoonheidsinstituut-pourelle.be;martine.neyt@hotmail.com;92219860;;;;;https://www.schoonheidsinstituut-pourelle.be;https://stad.gent/sites/default/files/webform/winkels/7887/Puur%20Gent_0.jpg
Ria's Kookwinkel;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/3761b7d68505117624039922b77b2644;Koken en tafelen;Bij ons vindt u een zeer groot assortiment kook- en bakartikelen. Potten, pannen, messen, keukenhulpjes en bakvormen van de betere merken.;;Brugstesteenweg 21;9000;Gent;092262875;https://www.riaskookwinkel.be/;ria.kookwinkel@skynet.be;92262875;;;;;https://www.riaskookwinkel.be/;https://stad.gent/sites/default/files/webform/winkels/6823/WINKEL_0.jpg
Rivali;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/e8bdf0a1202e66ac2316670fd5aaa500;"Accessoires;Wonen;";"Maak uw huis gezellig, bestel een homewear of zoekt u een leuk cadeau? Neem met ons contact op en wij overlopen met u de mogelijkheden. Shop onze etalage & bestel via onze Instagram/Facebookpagina of justine@rivali.be.
Tot binnenkort!";;Voldersstraat 2;9000;Gent;0496398737;http://www.rivali.be;justine@rivali.be;496398737;;;;;http://www.rivali.be;https://stad.gent/sites/default/files/webform/winkels/6783/Winkel%20R1.jpg
Roark;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/5e272b080da416c7da861083af69def3;"Accessoires;Wonen";Roark biedt een combinatie van unieke tweedehands interieurstukken en collecties nieuwe huisdecoratie en accessoires ( Flensted Mobiles/ KOLOR -Berlin/ A-Journal/Zeepkat...) en is samen met Ampersand gevestigd in een historisch pand in centrum Gent.;;Serpentstraat, 5;9000;Gent;0485587343;http://www.roark.be/;roark64@gmail.com;;;;;;http://www.roark.be/;https://stad.gent/sites/default/files/webform/winkels/17091/IMG_6666.jpg
Romain;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/3bab103ecab341b20bc5600892bc5a9b;"Accessoires;Beauty";Luxe verzorgingsproducten voor de man.;;Verbroedingstraat 19;9050;Gentbrugge;;http://www.romainbarbershop.be;;;;;;;http://www.romainbarbershop.be;https://communicatie-digitaal.gent.be/kooplokaal/romain.jpg
Rough Riders;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/ab4800248686c00b315832fc3756dd7b;"Accessoires;Juwelen;Kleding;Schoenen";Een uniek aanbod van tijdloze, (veelal) ecologische en/of ethische, exclusieve maar toch betaalbare merken. Merken uit alle hoeken van de wereld: van de klassieke basics tot unieke en speciale stukken.;;Brabantdam 38;9000;Gent;093353039;http://www.roughridersstore.com;;;;;;;http://www.roughridersstore.com;https://stad.gent/sites/default/files/webform/winkels/6732/946788DF-58DA-4912-BC42-1454A3A0D7F6.JPG
Salon De Gand;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/a3d232408596f5c7dbd2ef21c230d518;Beauty;"Hair & Soul treatment ❤
Ben je het beu om naar een kapper te gaan die chemische producten gebruikt? Kies dan voor Salon de Gand";;Grensstraat 1;9000;Gent;092780460;https://https://www.instagram.com/explore/locations/126904251202725/belgium/gent-belgium/salon-de-gand/;herik.amarov@me.com;;;;;;https://https://www.instagram.com/explore/locations/126904251202725/belgium/gent-belgium/salon-de-gand/;https://stad.gent/sites/default/files/webform/winkels/17913/5C40F501-E691-4D65-B5ED-262A3A2D6103.png
San Styles;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/dad056194cebe4167d4297b8f550fa5e;"Accessoires;Kleding;Schoenen";"San Styles biedt een eigenzinnige selectie aan modemerken in een informele setting. We houden ervan om je uit je comfortzone te halen en je een leuke shopervaring te bezorgen met persoonlijk advies.
'Doe Kee Zot' is niet voor niets onze slogan ;-)";;Alphonse Claeys-Bouüaertlaan 33;9030;Mariakerke;;http://www.sanstyles.be;;;;;;;http://www.sanstyles.be;https://stad.gent/sites/default/files/webform/winkels/6687/San%20Styles%20Gentse%20Koop.jpg
Schoenen Boonants;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/0950df4d5be20ebda8d7f9900e407415;Schoenen;Trendy schoenen voor elke voet, elke leeftijd en elke gelegenheid. Al meer dan een eeuw is Schoenen Boonants een vertrouwde naam voor dames-, heren- én kinderschoenen.;;Oudburg 6 & Nederkouter 143;9000;Gent;092256450;http://www.schoenenboonants.be;;;;;;;http://www.schoenenboonants.be;https://stad.gent/sites/default/files/webform/winkels/6748/122453205_1750369245126092_790690504692346164_o.jpg
Schoenen Jean Delaere;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/e9a79957beeb6c5976bce91a3ccfce01;Schoenen;Bij Schoenen Jean Delaere kan je een ruim aanbod vinden aan schoenen voor dames en heren. Ontdek merken zoals Floris Van Bommel, Hispanitas, Hoff, DLSport, Zinda, Cycleur De Luxe, Pertini, Cypres, J'hay, Pons Quintana, Bullboxer, Liu Jo en veel meer;;Koestraat 15;9000;Gent;0472912460;http://www.jeandelaere.be;;;;;;;http://www.jeandelaere.be;https://stad.gent/sites/default/files/webform/winkels/6688/Gent4.jpg
Schoenen Matton;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/73f4b79a52eb68a88e0256b3b8ab2641;"Accessoires;Schoenen";Sinds 1985 is Schoenen Matton een gevestigde waarde in Gent op het gebied van kwalitatieve en comfortabele schoenen. Het team begeleidt elke klant met veel expertise en geduld in hun zoektocht naar het ideale paar schoenen!;;Graaf Van Vlaanderenplein 33;9000;Gent;092239541;http://www.schoenenmatton.be;;;;;;;http://www.schoenenmatton.be;https://stad.gent/sites/default/files/webform/winkels/6699/20_05_20_056be.jpg
Schoonheidssalon Katrien Anthonis;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/2dba4fc5d54749852d1e657bb58bab4d;Beauty;Als huidexpert combineer ik een 3D huidscan (meten is weten), professionele gepersonaliseerde behandelingen en effectieve huidproducten met hoge percentage actieve bestanddelen zodat iedereen een stralende gezonde huid kan hebben.;;Martelaarslaan 359;9000;Gent;0474747882;https://www.katrienanthonis.be;huidexpert@katrienanthonis.be;474747882;;;;;https://www.katrienanthonis.be;https://stad.gent/sites/default/files/webform/winkels/11836/IMG-20201201-WA0025.jpg
Seraphine Modesalon;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/a89bbde0c721bca11db37bb67b63fcb5;"Accessoires;Juwelen;Kleding;Schoenen;Wonen";"Laat je door ons adviseren, inspireren en verrassen, net dat andere, unieke, met raad en daad voor elke maat. Fairtrade 
Check onze webshop.";;Hoogpoort 30;9000;Gent;;http://www.modesalonseraphine.be;;;;;;;http://www.modesalonseraphine.be;https://stad.gent/sites/default/files/webform/winkels/6743/IMG_7063.jpg
She’s Milano;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/2835aab5887ad28c4fb8c76f7fd09fa9;"Accessoires;Beauty;Juwelen;Kleding";"Trendy hedendaagse kleding.
Uitgebreid assortiment Comfy homewear.";;Sint-niklaasstraat 50;9000;Gent;0486301916;http://www.shesmilano.be;;;;;;;http://www.shesmilano.be;https://stad.gent/sites/default/files/webform/winkels/6684/IMG_7393.jpg
SiCelia;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/ab1b4ac4dea79aca08983749909866fe;Beauty;"Een medisch schoonheidsinstituut voor mannen en vrouwen aan de rand van de LEZ. Waar al onze specialisaties uniseks uitgevoerd worden.
Wij adviseren en indien mogelijk lossen we al uw uitdagingen op. Huidverbetering, (permanente)ontharing, afslank.";;Ekkergemstraat 92;9000;Gent;0499618949;https://sicelia.be;info@sicelia.be;499618949;;;;;https://sicelia.be;https://stad.gent/sites/default/files/webform/winkels/12019/SiCeliaGent.gif
Sineo;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/b2801acc91a4260f72b35ae05c95403d;"Dranken en voeding;Muziek, film en games";De Vrolijke Viking is een gezellig vikingcafe waar ook regelmatig bord- en kaartspellen aan bod komen. Er is een kast waar flessen mede, de godendrank uit Valhalla, en wat spelmateriaal gekocht kan worden.;;Voskenslaan 67/1;9000;Gent;0485232434;https://www.devrolijkeviking.be;sineo.niels@gmail.com;485232434;;;;;https://www.devrolijkeviking.be;https://stad.gent/sites/default/files/webform/winkels/11647/IMG_20210620_132308.jpg
Sjapoo;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/133b289108a912188cd0d16fbe284420;"Accessoires;Juwelen;Kleding";"Ria Dewilde ontwerpt en maakt prachtige hoeden en mutsen voor alle gelegenheden.
 De collectie wordt aangevuld met een mooie selectie dameskledij, accessoires en juwelen;
 Meer aanbod via website, facebook, instagram";;Sluizeken 29;9000;Gent;092257535;https://www.sjapoo.be/;ria@sjapoo.be;09/2257535;;;;;https://www.sjapoo.be/;https://stad.gent/sites/default/files/webform/winkels/6858/sjapoo-sfeerbeelden1.jpg
Soave Beautybar;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/158ab01e53b39bea8c12ae3893981e27;"Accessoires;Beauty";"SOAVE betekent rustig en zacht, twee termen die meteen ook de sfeer, verzorgingen en producten omschrijven.
De nadruk ligt op natuurlijke schoonheid, met als doel ieders eigen schoonheden te accentueren met natuurlijke verzorgingsproducten.";;Jef Vandermeulenstraat;9050;Gentbrugge;0473479180;https://www.soavebeautybar.be/webwinkel/;info@soavebeautybar.be;473479180;;;;;https://www.soavebeautybar.be/webwinkel/;https://stad.gent/sites/default/files/webform/winkels/6824/IMG_20191214_225914.jpg
SouthstoreBV / Vinoscoop;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/de6796ed85f032aa67d6918fc15df12c;Dranken en voeding;Uw wijnshop met een eigenzinnige selectie wijnen uit eigen import.;;Industrieweg 202;9030;Mariakerke;0478673162;https://vinoscoop.be/collections/producten;giovanni@vinoscoop.be;478673162;;;;;https://vinoscoop.be/collections/producten;https://stad.gent/sites/default/files/webform/winkels/7181/Beeld_08.jpg
Stray Outdoor;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/a16195ebf319da71bf7838760d948c5f;"Accessoires;Hobby en DIY;Sport";Stray is voor iedereen met een passie voor klimmen en buiten zijn. We focussen niet op het verleggen van grenzen maar op het samen genieten van prachtige ervaringen.;;Tortelduifstraat 85;9000;Gent;0496848254;https://www.strayoutdoor.com;info@strayoutdoor.com;496848254;;;;;https://www.strayoutdoor.com;https://stad.gent/sites/default/files/webform/winkels/7861/DSC08969.jpg
Studio Anna;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/fa929a42f0077edf8ffa76ff179110dc;Beauty;"Permanent make-up , hand, nagels en voet verzorging.  
Hand en voetverzorging producten van een Belgische merk.";;Hundelgemsesteenweg 147 b2;9050;Gent;;https://www.studio-Anna.be;nailstudio.info@gmail.com;484133682;;;;;https://www.studio-Anna.be;https://communicatie-digitaal.gent.be/kooplokaal/StudioAnna.jpg
Super Soldi;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/806e7288a09f3eb14f67009937709e2d;"Koken en tafelen;Wonen";;;Hoogpoort 14;9000;Gent;;https://supersoldi.be;info@supersoldi.be;09/2253065;;;;;https://supersoldi.be;https://stad.gent/sites/default/files/webform/winkels/11770/Afbeelding2%20%28Custom%29.jpg
t Kaashuys;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/db892dde3103e4efd48487076923a32f;"Dranken en voeding;Koken en tafelen";Speciaalzaak kaas, thee & theeaccessoires, chocolade & zoet, geschenken.;;Zwijnaardsesteenweg 22 - 24;9000;Gent;092228604;http://www.kaashuys.be;;;;;;;http://www.kaashuys.be;https://stad.gent/sites/default/files/webform/winkels/6724/20191129_181848.jpg
T'Hooft;;Wonen;Wij verkopen mooie tuinmeubelen, barbecues en brievenbussen.;;moortelputstraat, 1;9031;Drongen;092823122;https://www.thooft.com;info@thooft.com;92823122;;;;;https://www.thooft.com;
Talamini;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/d7ca1039418df4d2774bd6f3604890bd;Dranken en voeding;Als oudste ijssalon van Gent, kende Talamini zijn bestaan sinds 1959. De Italiaans gelato wordt bereidt volgens het eeuwen oude recept. Gebruik van melk zonder toevoeging van extra vetten, verse vruchten en geen andere additieven maken dit uniek!;;Ganzendries 1;9000;Gent;003292539067;https://https://www.confiserielarmuseau.com/;;;;;;;https://https://www.confiserielarmuseau.com/;https://stad.gent/sites/default/files/webform/winkels/8776/Talamini%20rood%3Awit.png
The Art Of Spirit;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/daed6dd9f5e8ab3676a30db24104ab89;"Dranken en voeding;";;;Nekkersputstraat 217;9000;Gent;09/2261147;https://www.theartofspirit.be/;yves@theartofspirit.be;92261147;;;;;https://www.theartofspirit.be/;https://stad.gent/sites/default/files/webform/winkels/11474/TheArtOfSpirtit_0.jpg
The Fallen Angels;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/113c7b4cd81fcc5950c8d808170e2aa4;"Accessoires;Boeken;Hobby en DIY;Juwelen;Kinderen;Kleding;Speelgoed;Wonen";Snuisterparadijs met originele oude reclame- en filmaffiches, oud speelgoed , postkaartjes. Maar ook cadeauartikelen, Jellycat, Sonny Angels.. we sturen ook op , per pakje gaat er 1€ naar vzw Enchante. 40 en 21 jaar een begrip in Gent 💙;;Jan Breydelstraat 29-31 / Rooigemlaan 511;9000;Gent;0476934910;http://www.thefallenangels.be;ganesha@thefallenangels.be;0476 93 49 10;;;;;http://www.thefallenangels.be;https://stad.gent/sites/default/files/webform/winkels/6873/L1120100.JPG
The Ghentist;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/8167328eda19ea9e3063c709c9695869;Dranken en voeding;The Ghentist is een gin bedacht door twee Gentse broers uit fierheid voor de stad Gent. Zo verwijst elk klein detail van ons streekproduct naar de stad.;;Hundelgemsesteenweg 170;9050;Ledeberg;0489369695;https://www.theghentist.com/webshop;info@theghentist.com;499334254;;;;;https://www.theghentist.com/webshop;https://stad.gent/sites/default/files/webform/winkels/6876/Levering%20Marriott%20Hotel.jpg
The Winetist;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/f07a5b7abfebf593e495dfa7ce361f56;"Dranken en voeding;";The Winetist deelt graag zijn wijnkennis via opleidingen, evenementen, degustaties en via verkoop op de webshop. Je kan er ondermeer een seizoensgebonden wijnpakket op maat laten samenstellen. Het assortiment is voornamelijk bio.;;Kogelstraat 58;9000;Gent;0456227309;http://thewinetist.be/winkel;alexander@thewinetist.be;;;;;;http://thewinetist.be/winkel;https://communicatie-digitaal.gent.be/kooplokaal/thewinetist.jpg
Tutti Passi Concept Stores;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/5e216dfb63fe9d9a1814bbfc4b7f8cda;"Accessoires;Beauty;Kleding";Welkom in de meest passionele en tegelijk liefdevolle plek in Gent. Bij Tutti Passi creëren we een plek waar je je vanuit een vrouwvriendelijke en laagdrempelige visie kan laten inspireren in de wereld van zachte sensualiteit en speelse passie!;;Brabantdam 39;9000;Gent;;https://www.tutti-passi.com;jolijn@tutti-passi.com;0499195903;;;;;https://www.tutti-passi.com;https://stad.gent/sites/default/files/webform/winkels/9708/Tutti_Passi__0001.jpg
Tuub;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/1170cc12a791d6875c7f4cb06b1fbe29;"Hobby en DIY;Kinderen;Sport;Fiets en auto";Tuub is een fietsenwinkel. U kan bij ons terecht voor degelijk advies bij aankoop van een nieuwe fiets en allerlei accessoires. Betrouwbaar advies, service en vakmanschap, daar staat Tuub voor.;;Gandastraat 51;9000;Gent;0485542819;http://www.tuub.be;;;;;;;http://www.tuub.be;https://stad.gent/sites/default/files/webform/winkels/6737/14305335_1143461735710788_8040364192182597634_o.jpg
Vinogradoff;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/3a888f9fbdfd30502795d7a92b18a485;"Boeken;Dranken en voeding";Vinogradoff biedt ongewone wijnen. Vergeten druiven, minder gekende streken. Denk aan Georgië, Hongarije of Mexico. Een winkel met karakter, verhalen en persoonlijk advies. Eigen import van bio, biodynamische en natuurwijn.;;Ajuinlei 15;9000;Gent;0475449412;http://vinogradoff.gent;;;;;;;http://vinogradoff.gent;https://stad.gent/sites/default/files/webform/winkels/6723/IMG_9608.JPG
Vishandel-Traiteur Bulté;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/43652c9d42456ee4571fdd9e0594388b;"Boeken;Dranken en voeding;Hobby en DIY;Koken en tafelen";"t Is bijna Valentijn(weekend). En dat vier je met z’n twee en een schoteltje van Vishandel - Traiteur- Bulté ;-). Met een warm hart maken ze alles in ‘hart’vorm deze week en en met veel liefde bereiden ze hartelijk Valentijnmenu. <3<3<3";;Bouwmeestersstraat 71;9040;Sint-Amandsberg;092285126;https://www.visbulte.be;info@visbulte.be;92285126;;;;;https://www.visbulte.be;https://stad.gent/sites/default/files/webform/winkels/8597/Happy%20valentine%27s%20day%21.png
Walk The Line;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/1a875adf7a239a3c45d1684709093ca4;Schoenen;Walk The Line brengt merken met identiteit en verkoopt schoenen en accessoires voor haar en hem, gemaakt in Europa.;;Vlaanderenstraat 90;9000;Gent;;http://www.walktheline.shoes;;;;;;;http://www.walktheline.shoes;https://communicatie-digitaal.gent.be/kooplokaal/walk-the-line.jpg
Wide Screen Audio;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/35ed2de16a57624358b88ef9b3cd591a;Muziek, film en games;Bij Wide Screen Audio vindt u binnen uw budget het allermooiste op het gebied van high-end audio en video. Verdeler van o.a. Naim, Rega, Dynaudio, Accuphase, Technics en nog veel meer. Bezoek onze webshop of contacteer ons voor informatie.;;Zwijnaardsesteenweg 75;9000;Gent;;https://www.widescreenaudio.be;yourick@widescreenaudio.be;93916916;;;;;https://www.widescreenaudio.be;https://stad.gent/sites/default/files/webform/winkels/6782/DSC03451.jpg
Woolboetiek Bergère de France;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/3e0f27f7f889893512d1d0a5b89570f7;"Hobby en DIY;Moederdag";Breiwol, exclusief verdeler van het merk Bergère de France, is onze passie. Onze kennis en liefde voor het breien en haken delen we graag met onze klanten. Geen tijd om zelf te breien, wij verzorgen uw pulls op uw maat.;;Noordstraat 26;9000;Gent;092254340;https://www.woolboetiek.be/;gerdavingerhoets@telenet.be;92254340;;;;;https://www.woolboetiek.be/;https://stad.gent/sites/default/files/webform/winkels/7074/IMG_1789.JPG
Worlds' End Comics & Games;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/cfceaea3769764594aab23dac724e663;"Boeken;Hobby en DIY;Kinderen;Muziek, film en games;Speelgoed";Engelstalige comics en manga, bordspelen, roleplaying (bv: Dungeons & Dragons) met miniaturen en toebehoren, kaartspelen (Magic, Pokemon,...), miniatuurspelen en bijhorend hobby materiaal, speel- en drinkgelegenheid.;;Ketelvest 51B;9000;Gent;092220576;https://www.worldsendcomics.com;info@worldsendcomics.com;497541117;;;;;https://www.worldsendcomics.com;https://stad.gent/sites/default/files/webform/winkels/7982/WEC%20Puur.jpg
Wunderkammer Gent;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/b4efd9c19568acd9481c5f8eab3d5adc;Wonen;Stap binnen in een magische wereld bestaande uit eigenzinnige tweedehands meubelen en decoratie met een hoek af.;;Onderstraat 21;9000;Gent;0478887765;https://www.instagram.com/wunderkammer_gent/?hl=en;Jennifer.kesteleyn@gmail.com;;;;;;https://www.instagram.com/wunderkammer_gent/?hl=en;https://stad.gent/sites/default/files/webform/winkels/17469/inbound3044609765327313596.jpg
Ympa;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/bc9e6a3170c88fd0278f49c2e069406c;Planten en bloemen;Lokaal en duurzaam geteeld groen voor binnen en buiten, dat is waar ympa voor staat! Wij zijn open voor een fysiek winkelbezoek. Blijf je liever thuis? Hou ons dan zeker in de gaten want begin december wordt de webshop gelanceerd...;;Bennesteeg 3;9000;Gent;0468064524;http://www.ympa.be;ympagent@ympa.be;474276736;;;;;http://www.ympa.be;https://stad.gent/sites/default/files/webform/winkels/6855/IMG_20201119_152336_773.jpg
Zahia;;"Accessoires;Hobby en DIY;Juwelen";Je vindt bij Zahia een uitgebreid aanbod edelstenen, glaskralen en alle materialen om zelf juwelen te maken. Daarnaast organiseren we workshops en kan je bij ons terecht voor een juweel op maat of een stuk uit onze eigen ontworpen collectie juwelen.;;Beverhoutplein 13;9000;Gent;09 233 62 20;https://www.zahia.be;info@zahia.be;03/232 48 58;;;;;https://www.zahia.be;https://stad.gent/sites/default/files/webform/winkels/19689/Zahia%20Gent.png
ZoeZoe Records;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/9d9e5413aede2fa7ee99bd6a9521abfd;"Muziek;film en games;";Vinylshop in hartje Gent. Ruime keuze aan 'off-stream' muziek: van ambient tot noise en alles daartussen.;;Serpentstraat 1;9000;Gent;0489 06 41 75;https://shop.zoezoerecords.com/;zoezoerecords@gmail.com;32489064175;;;;;https://shop.zoezoerecords.com/;https://stad.gent/sites/default/files/webform/winkels/11465/_Y8A6758-2.jpg
Aesaert;;Accessoires;Bij A E S A E R T kun je terecht voor een tijdloze, 100% Belgische handtas. Handgemaakt, uit het beste Belgische leder, in Gent.;;Kortrijksesteenweg 322;9000;Gent;0477054060;https://www.aesaert.be;info@aesaert.be;0477054060;;;;;https://www.aesaert.be;https://scontent-bru2-1.xx.fbcdn.net/v/t1.6435-9/67086811_2519815578082322_4201428740858707968_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8bfeb9&_nc_ohc=aTVdQWfWHNoAX_4ql9r&_nc_ht=scontent-bru2-1.xx&oh=a493271d00a9584e3edcaeb6e4ae5830&oe=60DEF6B6
Allure;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/db33e0dc1d54f1470cba1b4659af0e28;Beauty;Mijn missie bestaat er uit om jouw huid levenslang gezond te houden. Ik bied voornamelijke huidverbeterende gelaatsbehandelingen aan, gecombineerd met persoonlijk huidadvies en de bijhorende producten. Minerale make-up is een verlengde hiervan.;;Antoon Catriestraat 109;9031;Drongen;092277330;http://www.allure.gent;;;;;;;http://www.allure.gent;https://stad.gent/sites/default/files/webform/winkels/6717/JVL_5450.jpg
Anti-Crisis;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/df7918f8f0aa24602deaafff3567c399;"Accessoires;Beauty;Elektronica;Fietsen en auto's;Hobby en DIY;Juwelen;Kinderen;Koken en tafelen;Muziek, film en games;Planten en bloemen;Schoenen;Speelgoed;Sport;Wonen";"Bij Anti-Crisis bieden we Top-kwaliteit aan scherpe prijzen dankzij een uniek combinatie van groot- en kleinhandel.
Service komt bij ons op de eerste plaats. Ons gamma bestaat uit een 1000-tal soorten artikelen, dus wees snel & bezoek onze winkel =)";;Bevrijdingslaan 31;9000;Gent;09/226.39.07;https://https://anticrisis.be/;info@anticrisis.be;09/226.39.07;;;;;https://https://anticrisis.be/;https://stad.gent/sites/default/files/webform/winkels/11785/Anti-Crisis%20Senel%20bv%20voorgevel%20foto.jpg
Apotheek Depoorter W bvba;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/1faa204f29d8c2e97367c39ea7f07c0b;Beauty;;;Frederik Burvenichstraat, 83;9050;Gent;092302440;https://www.apotheekdepoorterw.be;;;;;;;https://www.apotheekdepoorterw.be;https://stad.gent/sites/default/files/webform/winkels/8585/P1030015.JPG
Au Bon Marché;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/6e7408b1ac59b0d7f97585a24f98c13a;"Accessoires;Juwelen";Bij Au Bon marché valt zoveel te ontdekken: van juwelen en accessoires tot kleine attenties. We helpen je graag bij het kiezen van het juiste geschenk voor jezelf of iemand dierbaar. Zo ga je naar huis met een bijzonder cadeautje om te koesteren.;;Hoornstraat 4;9000;Gent;092690260;http://www.aubonmarcheshop.be;;;;;;;http://www.aubonmarcheshop.be;https://stad.gent/sites/default/files/webform/winkels/6690/Au%20Bon%20Marche%CC%81%20Interieur-30.jpg
Avventura;https://data.stad.gent/api/v2/catalog/datasets/koop-lokaal-winkels/files/045fd07ace240c6d94fc1eddf44bc370;Sport;Avventura biedt, sinds 1986, een ruime keuze in buitensportuitrusting. De deskundige uitleg van ons personeel maakt uw zoektocht naar de juiste uitrusting voor uw wandeltocht, trekking, fietsvakantie, bergtocht steeds ... een stukje reizen.;;Lange Violettestraat 62;9000;Gent;09 223 37 92;https://www.avventura.be;info@avventura.be;09 223 3792;;;;;https://www.avventura.be;https://stad.gent/sites/default/files/webform/winkels/11905/Lange_Violettestraat-68.jpg
